URL,creator_name,total_post,patreon_number,tier_post_data,post_year_count,tier_count,total_likes,total_comments,total_links,facebook,twitter,instagram,youtube,twitch,tiktok,discord,social_link_count,text_posts,image_posts,video_posts,podcast_posts,audio_posts,link_posts,poll_posts,livestream_posts,other_posts,unknown,about_word_count
https://www.patreon.com/patronizer,Patronizer,13.0,220.0,"{'public': 11, 'apothecary': 1, 'wizard': 1}","{'2024': 2, '2018': 3, '2017': 8}",3,16,22,0,no,no,no,no,no,no,no,0,6,5,1,0,0,0,1,0,0,0,0
https://www.patreon.com/hexatail,Hexatail,206.0,4758.0,"{'public': 24, 'student': 71, 'teacher': 113, 'superstar': 122, 'agent': 129}","{'2025': 13, '2024': 42, '2023': 47, '2022': 38, '2021': 61, '2020': 5}",5,192,175,0,no,no,no,no,no,no,no,0,32,124,0,0,0,0,50,0,0,0,0
https://www.patreon.com/MarketMaestro,MarketMaestro,9068.0,757.0,"{'public': 61, 'free_members': 833, 'batcave': 5603, 'bat-signal': 1780}","{'2025': 2154, '2024': 6914}",4,25,16,0,no,no,no,no,no,no,no,0,3008,6056,3,0,0,0,0,0,1,0,0
https://www.patreon.com/DayTradingRadio,Day Trading Radio,71.0,346.0,"{'public': 32, 'free_members': 10, 'supporter': 2, 'futures_trade_alerts,_discord_plus': 15, 'rockbot_scripts_nt8_and_tradingview': 14, 'daytradingradio_monthly_membership': 15}","{'2025': 4, '2024': 60, '2023': 7}",6,9,0,17,yes,yes,yes,yes,yes,yes,no,6,44,2,25,0,0,0,0,0,0,0,0
