URL,creator_name,total_post,patreon_number,monthly_income_element,tier_post_data,post_year_count,tier_count,total_likes,total_comments,total_links,facebook,twitter,instagram,youtube,twitch,tiktok,discord,social_link_count,text_posts,image_posts,video_posts,podcast_posts,audio_posts,link_posts,poll_posts,livestream_posts,other_posts,unknown,public_likes,public_comments,locked_likes,locked_comments,total_likes_combined,total_comments_combined,free_chat_count,paid_chat_count,about_word_count
https://www.patreon.com/patronizer,,0,0,0,{},{},0,0,0,0,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
