URL,creator_name,total_post,patreon_number,income_per_month,tier_post_data,post_year_count,tier_count,total_links,facebook,twitter,instagram,youtube,twitch,tiktok,discord,social_link_count,text_posts,image_posts,video_posts,podcast_posts,audio_posts,link_posts,poll_posts,livestream_posts,other_posts,unknown,public_likes,public_comments,locked_likes,locked_comments,total_likes_combined,total_comments_combined,free_chat_count,paid_chat_count,membership_tier_count,membership_tiers_json,about_word_count,about_total_members,about_paid_members
https://www.patreon.com/trashtuesdaypodcast,Trash Tuesday,63.0,3315.0,0,{},{'2025': 63},0,0,no,no,no,no,no,yes,no,1,3,2,26,0,25,7,0,0,0,0,80.0,10.0,2729.0,1181.0,0,0,1,0,3,"[{""name"": ""lil' slug"", ""price"": 5.0, ""description_word_count"": 10, ""tier_id"": ""24835578""}, {""name"": ""Sluggie"", ""price"": 10.0, ""description_word_count"": 15, ""tier_id"": ""24835580""}, {""name"": ""Golden Banana Slug"", ""price"": 100.0, ""description_word_count"": 16, ""tier_id"": ""24835581""}]",0,,
https://www.patreon.com/meatcanyon,Meatcanyon,365.0,54454.0,0,{},"{'2025': 19, '2024': 69, '2023': 97, '2022': 54, '2021': 51, '2020': 52, '2019': 23}",0,3,no,no,yes,no,yes,no,no,2,129,129,76,0,1,18,12,0,0,0,1202.0,282.0,37273.0,10095.0,0,0,0,0,4,"[{""name"": ""Meaty's Tip"", ""price"": 1.0, ""description_word_count"": 11, ""tier_id"": ""3402190""}, {""name"": ""Meaty's Step Child"", ""price"": 3.0, ""description_word_count"": 34, ""tier_id"": ""3402196""}, {""name"": ""Meaty's Middle Child"", ""price"": 5.0, ""description_word_count"": 28, ""tier_id"": ""4028040""}, {""name"": ""Meaty's First Born"", ""price"": 10.0, ""description_word_count"": 38, ""tier_id"": ""4028041""}]",0,,
