URL,creator_name,total_post,patreon_number,tier_post_data,post_year_count,tier_count,total_likes,total_comments,total_links,facebook,twitter,instagram,youtube,twitch,tiktok,discord,social_link_count,text_posts,image_posts,video_posts,podcast_posts,audio_posts,link_posts,poll_posts,livestream_posts,other_posts,unknown
https://www.patreon.com/patronizer,Patronizer,13.0,219.0,"{'public': 11, 'apothecary': 1, 'wizard': 1}","{'2024': 2, '2018': 3, '2017': 8}",3,24,32,95,no,no,no,no,no,no,no,0,6,5,1,0,0,0,1,0,0,0
https://www.patreon.com/hexatail,Hexatail,206.0,4758.0,"{'public': 24, 'student': 71, 'teacher': 113, 'superstar': 122, 'agent': 129}","{'2025': 13, '2024': 42, '2023': 47, '2022': 38, '2021': 61, '2020': 5}",5,1940,1408,57,no,no,no,no,no,no,no,0,32,124,0,0,0,0,50,0,0,0
https://www.patreon.com/MarketMaestro,MarketMaestro,9047.0,756.0,"{'public': 61, 'free_members': 827, 'batcave': 5588, 'bat-signal': 1765}","{'2025': 2133, '2024': 6914}",4,193,82,46,no,no,no,no,no,no,no,0,3003,6040,3,0,0,0,0,0,1,0
