URL,creator_name,total_post,patreon_number,income_per_month,tier_post_data,post_year_count,tier_count,total_links,facebook,twitter,instagram,youtube,twitch,tiktok,discord,social_link_count,text_posts,image_posts,video_posts,podcast_posts,audio_posts,link_posts,poll_posts,livestream_posts,other_posts,unknown,public_likes,public_comments,locked_likes,locked_comments,total_likes_combined,total_comments_combined,free_chat_count,paid_chat_count,membership_tier_count,membership_tiers_json,about_word_count
https://www.patreon.com/yaboyroshi,YaBoyRoshi,4898,65668,0,{},"{'2025': 300, '2024': 1036, '2023': 1402, '2022': 921, '2021': 714, '2020': 418, '2019': 69, '2018': 38}",0,1,no,no,no,yes,no,no,no,1,148,172,4481,0,0,0,63,0,0,0,395,160,10800,3272,0,0,4,0,3,"[{""name"": ""Base Form"", ""price"": 1.0, ""description_word_count"": 24, ""tier_id"": ""3018083""}, {""name"": ""Sūpā Saiya-jin"", ""price"": 5.0, ""description_word_count"": 28, ""tier_id"": ""3018077""}, {""name"": ""Sūpā Saiya-jin Goddo"", ""price"": 10.0, ""description_word_count"": 51, ""tier_id"": ""3018080""}]",133
https://www.patreon.com/hthaze,HTHAZE,402,91900,0,{},"{'2025': 43, '2024': 139, '2023': 109, '2022': 63, '2021': 39, '2020': 9}",0,5,no,yes,yes,yes,yes,yes,no,5,9,27,358,0,0,0,4,0,0,0,86,32,4332,2600,0,0,0,0,2,"[{""name"": ""Official HT Homie"", ""price"": 5.0, ""description_word_count"": 78, ""tier_id"": ""5244350""}, {""name"": ""an absolute UNIT"", ""price"": 10.0, ""description_word_count"": 78, ""tier_id"": ""7605745""}]",66
https://www.patreon.com/peterboese,Peter Boese,76,269991,52100,{},"{'2025': 2, '2024': 13, '2023': 13, '2022': 6, '2021': 20, '2020': 22}",0,0,no,no,no,no,no,no,no,0,14,46,15,0,0,0,0,0,0,0,2255,920,3748,7426,0,0,4,0,4,"[{""name"": ""support"", ""price"": 1.0, ""description_word_count"": 129, ""tier_id"": ""9132884""}, {""name"": ""more support"", ""price"": 3.0, ""description_word_count"": 129, ""tier_id"": ""9132889""}, {""name"": ""enthusiast support"", ""price"": 5.0, ""description_word_count"": 129, ""tier_id"": ""9132893""}, {""name"": ""Commercial ticket"", ""price"": 100.0, ""description_word_count"": 12, ""tier_id"": ""23745888""}]",76
https://www.patreon.com/joebudden,Joe Budden,1075,0,0,{},"{'2025': 90, '2024': 232, '2023': 303, '2022': 245, '2021': 205}",0,0,no,no,no,no,no,no,no,0,19,101,951,0,0,0,1,0,0,0,0,0,65,3785,0,0,0,0,4,"[{""name"": ""Homies"", ""price"": 5.0, ""description_word_count"": 55, ""tier_id"": ""6622751""}, {""name"": ""Family"", ""price"": 10.0, ""description_word_count"": 59, ""tier_id"": ""6622752""}, {""name"": ""Friend of the Show"", ""price"": 25.0, ""description_word_count"": 68, ""tier_id"": ""6622753""}, {""name"": ""Part of the Show"", ""price"": 50.0, ""description_word_count"": 121, ""tier_id"": ""8210307""}]",159
https://www.patreon.com/SlushyNoobz,Slushy Noobz,12,0,0,{},{'2025': 12},0,3,no,no,yes,yes,no,yes,no,3,0,1,11,0,0,0,0,0,0,0,3,3,45,918,0,0,0,0,1,"[{""name"": ""Pro"", ""price"": 5.0, ""description_word_count"": 44, ""tier_id"": ""25077048""}]",215
https://www.patreon.com/QuantV,Quant Mods,39,0,0,{},"{'2025': 4, '2024': 12, '2023': 17, '2022': 6}",0,2,no,no,no,no,no,no,no,0,39,0,0,0,0,0,0,0,0,0,0,0,426,366,0,0,0,0,4,"[{""name"": ""lvl1 Supporter"", ""price"": 2.5, ""description_word_count"": 5, ""tier_id"": ""9270676""}, {""name"": ""lvl2 Supporter"", ""price"": 5.0, ""description_word_count"": 22, ""tier_id"": ""7407859""}, {""name"": ""lvl3 All Access Patron"", ""price"": 10.0, ""description_word_count"": 20, ""tier_id"": ""5186185""}, {""name"": ""lvl4"", ""price"": 26.0, ""description_word_count"": 47, ""tier_id"": ""8356755""}]",128
https://www.patreon.com/TripleTakeReact,TripleTake Reacts,141,0,0,{},"{'2025': 88, '2024': 53}",0,2,no,no,no,yes,no,no,no,1,9,1,65,0,0,0,13,0,0,0,0,0,15509,9556,0,0,0,0,2,"[{""name"": ""TripleFam"", ""price"": 2.0, ""description_word_count"": 30, ""tier_id"": ""24274927""}, {""name"": ""TripleStans"", ""price"": 4.0, ""description_word_count"": 28, ""tier_id"": ""24274937""}]",163
https://www.patreon.com/nonamebooks,Noname Book Club,382,13768,0,{},"{'2025': 9, '2024': 57, '2023': 97, '2022': 107, '2021': 57, '2020': 53, '2019': 2}",0,2,no,yes,yes,no,no,no,no,2,121,239,15,0,0,0,4,0,0,0,0,0,1383,156,0,0,10,0,4,"[{""name"": ""Quiet Friend"", ""price"": 1.0, ""description_word_count"": 4, ""tier_id"": ""4375544""}, {""name"": ""Friend"", ""price"": 2.0, ""description_word_count"": 8, ""tier_id"": ""9541320""}, {""name"": ""Lowkey Partner"", ""price"": 5.0, ""description_word_count"": 6, ""tier_id"": ""4375545""}, {""name"": ""The Homie"", ""price"": 10.0, ""description_word_count"": 49, ""tier_id"": ""4375543""}]",191
https://www.patreon.com/NicholasLightTV,Nicholas Light TV,1544,63051,0,{},"{'2025': 201, '2024': 625, '2023': 574, '2022': 144}",0,3,no,yes,yes,no,yes,no,no,3,232,412,880,0,0,0,18,0,0,0,0,0,6550,1637,0,0,0,0,3,"[{""name"": ""THE TITANS"", ""price"": 3.0, ""description_word_count"": 65, ""tier_id"": ""7218634""}, {""name"": ""THE ABNORMAL TITANS"", ""price"": 6.0, ""description_word_count"": 58, ""tier_id"": ""8565126""}, {""name"": ""THE COLOSSAL TITANS"", ""price"": 15.0, ""description_word_count"": 128, ""tier_id"": ""10043607""}]",125
https://www.patreon.com/xAranaktu,Aranaktu,316,8279,0,{},"{'2025': 10, '2024': 34, '2023': 47, '2022': 41, '2021': 62, '2020': 39, '2019': 68, '2018': 15}",0,5,no,yes,no,no,no,no,no,1,311,0,0,0,0,0,5,0,0,0,1289,0,95,0,0,0,0,0,5,"[{""name"": ""Bronze"", ""price"": 0.0, ""description_word_count"": 40, ""tier_id"": ""3506900""}, {""name"": ""Silver"", ""price"": 0.0, ""description_word_count"": 73, ""tier_id"": ""4008263""}, {""name"": ""Gold"", ""price"": 0.0, ""description_word_count"": 12, ""tier_id"": ""3506908""}, {""name"": ""Hero"", ""price"": 0.0, ""description_word_count"": 12, ""tier_id"": ""2925473""}, {""name"": ""Legend"", ""price"": 0.0, ""description_word_count"": 13, ""tier_id"": ""3506912""}]",370
