URL,creator_name,total_post,patreon_number,income_per_month,tier_post_data,post_year_count,tier_count,total_links,facebook,twitter,instagram,youtube,twitch,tiktok,discord,social_link_count,text_posts,image_posts,video_posts,podcast_posts,audio_posts,link_posts,poll_posts,livestream_posts,other_posts,unknown,public_likes,public_comments,locked_likes,locked_comments,total_likes_combined,total_comments_combined,free_chat_count,paid_chat_count,membership_tier_count,membership_tiers_json,about_word_count
https://www.patreon.com/Dreamgreenshow,Dream Green Show,6,423,0,{},"{'2024': 3, '2021': 3}",0,0,no,no,no,no,no,no,no,0,1,0,2,0,0,0,0,0,0,0,0,0,54,56,0,0,0,0,2,"[{""name"": ""LUCID DREAMERS"", ""price"": 12.0, ""description_word_count"": 32, ""tier_id"": ""6102620""}, {""name"": ""THE DREAM TEAM"", ""price"": 69.0, ""description_word_count"": 59, ""tier_id"": ""24703624""}]",82
https://www.patreon.com/northernsiberiawinds,northern siberia winds,124,213609,0,{},"{'2025': 3, '2024': 23, '2023': 27, '2022': 23, '2021': 16, '2020': 32}",0,5,no,yes,no,no,no,no,no,1,4,107,1,0,0,0,12,0,0,0,2637,1447,3364,1005,0,0,0,0,3,"[{""name"": ""Coffee"", ""price"": 1.0, ""description_word_count"": 23, ""tier_id"": ""4904070""}, {""name"": ""Supporter"", ""price"": 5.0, ""description_word_count"": 24, ""tier_id"": ""4904071""}, {""name"": ""Сheesecake"", ""price"": 10.0, ""description_word_count"": 39, ""tier_id"": ""9064201""}]",119
https://www.patreon.com/basemental,Basemental,279,87710,0,{},"{'2025': 8, '2024': 20, '2023': 16, '2022': 20, '2021': 23, '2020': 41, '2019': 52, '2018': 57, '2017': 42}",0,4,no,yes,no,no,no,no,no,1,42,219,0,0,0,0,18,0,0,0,996,73,4148,1128,0,0,0,0,2,"[{""name"": ""Silver"", ""price"": 4.75, ""description_word_count"": 35, ""tier_id"": ""1711882""}, {""name"": ""Gold"", ""price"": 9.75, ""description_word_count"": 62, ""tier_id"": ""1711883""}]",316
https://www.patreon.com/llazyneiph,llazyneiph,274,23201,0,{},"{'2025': 7, '2024': 79, '2023': 23, '2022': 47, '2021': 51, '2020': 41, '2019': 26}",0,1,no,yes,no,no,no,no,yes,2,121,91,46,0,0,0,9,0,0,0,1786,35,34,0,0,0,0,0,3,"[{""name"": ""Noble"", ""price"": 1.0, ""description_word_count"": 25, ""tier_id"": ""3894085""}, {""name"": ""Royal Partner"", ""price"": 5.0, ""description_word_count"": 39, ""tier_id"": ""3894106""}, {""name"": ""Monarch"", ""price"": 10.0, ""description_word_count"": 57, ""tier_id"": ""3894111""}]",75
https://www.patreon.com/edpratt,Ed Pratt,127,3829,0,{},"{'2025': 8, '2024': 25, '2023': 24, '2022': 17, '2021': 14, '2020': 28, '2019': 11}",0,1,no,no,yes,no,no,no,no,1,7,22,90,0,0,0,0,0,0,0,0,0,1374,620,0,0,0,0,3,"[{""name"": ""EARLY ACCESS (+ Exclusive Videos)"", ""price"": 2.0, ""description_word_count"": 18, ""tier_id"": ""3898921""}, {""name"": ""ON-SCREEN CREDIT (+ Exclusive Videos)"", ""price"": 5.0, ""description_word_count"": 40, ""tier_id"": ""3899314""}, {""name"": ""NAME ON KAYAK (TOP) + Exclusive Videos"", ""price"": 20.0, ""description_word_count"": 43, ""tier_id"": ""3899316""}]",319
https://www.patreon.com/flydancefitness,Fly Dance Fitness,2642,2552,0,{},"{'2025': 229, '2024': 671, '2023': 522, '2022': 349, '2021': 392, '2020': 479}",0,2,no,no,yes,yes,no,no,no,2,25,4,1145,0,0,0,1,0,0,0,0,0,70,37,0,0,0,0,2,"[{""name"": ""Fly Dance Fitness Virtual Classes"", ""price"": 19.99, ""description_word_count"": 149, ""tier_id"": ""4760860""}, {""name"": ""Throw Down Virtual Classes + Tutorials"", ""price"": 29.99, ""description_word_count"": 168, ""tier_id"": ""4760990""}]",253
https://www.patreon.com/HunterPie,Haato,23,1510,2139,{},"{'2025': 2, '2024': 2, '2023': 4, '2022': 7, '2021': 2, '2020': 6}",0,0,no,no,no,no,no,no,no,0,13,8,2,0,0,0,0,0,0,0,65,0,48,5,0,0,0,0,4,"[{""name"": ""Low Rank"", ""price"": 1.0, ""description_word_count"": 30, ""tier_id"": ""4734490""}, {""name"": ""High Rank"", ""price"": 5.0, ""description_word_count"": 27, ""tier_id"": ""4734489""}, {""name"": ""Tempered"", ""price"": 10.0, ""description_word_count"": 27, ""tier_id"": ""4734488""}, {""name"": ""Arch Tempered"", ""price"": 20.0, ""description_word_count"": 27, ""tier_id"": ""8176687""}]",19
https://www.patreon.com/osprimos,OS PRIMOS,594,21063,0,{},"{'2025': 35, '2024': 102, '2023': 105, '2022': 112, '2021': 139, '2020': 101}",0,2,no,yes,yes,no,no,no,no,2,0,123,367,0,0,0,0,0,0,0,0,0,8685,1329,0,0,1,0,2,"[{""name"": ""PRIMAÇOS"", ""price"": 2.0, ""description_word_count"": 58, ""tier_id"": ""4409073""}, {""name"": ""NA VIA (COLISEU)"", ""price"": 10.0, ""description_word_count"": 16, ""tier_id"": ""8531851""}]",35
https://www.patreon.com/gpx,George Perez,88,0,0,{},"{'2023': 4, '2022': 14, '2021': 48, '2020': 22}",0,2,no,yes,yes,no,no,no,no,2,69,0,0,0,0,0,2,0,0,0,0,0,799,1012,0,0,0,0,3,"[{""name"": ""Discord Member"", ""price"": 5.0, ""description_word_count"": 15, ""tier_id"": ""5704317""}, {""name"": ""ELITE INVESTOR"", ""price"": 10.0, ""description_word_count"": 61, ""tier_id"": ""5704318""}, {""name"": ""DIAMOND"", ""price"": 25.0, ""description_word_count"": 196, ""tier_id"": ""6247490""}]",79
https://www.patreon.com/TokyoDrewl,Tokyo Drew,69,149,0,{},"{'2025': 2, '2024': 15, '2023': 50, '2022': 2}",0,1,no,no,yes,no,no,no,no,1,3,4,56,0,0,0,0,0,0,0,70,13,348,176,0,0,1,0,7,"[{""name"": ""TD Crew Ninjas"", ""price"": 5.0, ""description_word_count"": 108, ""tier_id"": ""3084419""}, {""name"": ""TD Crew Ronin"", ""price"": 10.0, ""description_word_count"": 112, ""tier_id"": ""3084421""}, {""name"": ""TD Crew Samurai"", ""price"": 20.0, ""description_word_count"": 96, ""tier_id"": ""3084425""}, {""name"": ""TD Crew Daimyo"", ""price"": 35.0, ""description_word_count"": 158, ""tier_id"": ""3084426""}, {""name"": ""TD Crew Shogun"", ""price"": 50.0, ""description_word_count"": 166, ""tier_id"": ""5447356""}, {""name"": ""TD Crew Emperor"", ""price"": 100.0, ""description_word_count"": 203, ""tier_id"": ""6478878""}, {""name"": ""TD Crew VIP"", ""price"": 200.0, ""description_word_count"": 220, ""tier_id"": ""9056203""}]",689
https://www.patreon.com/x4fab,Ilja Jusupov aka x4fab,95,274553,49910,{},"{'2025': 2, '2024': 6, '2023': 7, '2022': 5, '2021': 11, '2020': 30, '2019': 29, '2018': 5}",0,5,no,no,no,no,no,no,no,0,9,56,29,0,0,0,0,0,0,0,832,461,7031,10711,0,0,0,0,3,"[{""name"": ""Supporter"", ""price"": 1.0, ""description_word_count"": 200, ""tier_id"": ""10920796""}, {""name"": ""Contributing Fan"", ""price"": 3.0, ""description_word_count"": 200, ""tier_id"": ""22703638""}, {""name"": ""Enthusiast"", ""price"": 5.0, ""description_word_count"": 200, ""tier_id"": ""22704080""}]",112
https://www.patreon.com/joebudden,Joe Budden,1076,0,0,{},"{'2025': 91, '2024': 232, '2023': 303, '2022': 245, '2021': 205}",0,0,no,no,no,no,no,no,no,0,19,101,952,0,0,0,1,0,0,0,0,0,67,3550,0,0,0,0,4,"[{""name"": ""Homies"", ""price"": 5.0, ""description_word_count"": 55, ""tier_id"": ""6622751""}, {""name"": ""Family"", ""price"": 10.0, ""description_word_count"": 59, ""tier_id"": ""6622752""}, {""name"": ""Friend of the Show"", ""price"": 25.0, ""description_word_count"": 68, ""tier_id"": ""6622753""}, {""name"": ""Part of the Show"", ""price"": 50.0, ""description_word_count"": 121, ""tier_id"": ""8210307""}]",159
https://www.patreon.com/riceandginger,Rice & Ginger,2450,35154,0,{},"{'2025': 302, '2024': 930, '2023': 878, '2022': 340}",0,8,no,no,no,yes,yes,no,no,2,136,53,2125,0,0,0,55,0,0,0,0,0,3935,1384,0,0,0,0,2,"[{""name"": ""Sushi Sampler"", ""price"": 5.0, ""description_word_count"": 97, ""tier_id"": ""8459954""}, {""name"": ""All-You-Can-Eat Sushi"", ""price"": 10.0, ""description_word_count"": 222, ""tier_id"": ""8558147""}]",149
https://www.patreon.com/imdontai,ImDontai,75,0,0,{},{'2025': 75},0,1,no,no,yes,no,no,no,no,1,1,0,74,0,0,0,0,0,0,0,0,0,5965,1241,0,0,1,0,1,"[{""name"": ""You're Dope."", ""price"": 5.0, ""description_word_count"": 17, ""tier_id"": ""3551431""}]",15
https://www.patreon.com/yaboyroshi,YaBoyRoshi,4899,65798,0,{},"{'2025': 301, '2024': 1036, '2023': 1402, '2022': 921, '2021': 714, '2020': 418, '2019': 69, '2018': 38}",0,1,no,no,no,yes,no,no,no,1,149,172,4481,0,0,0,63,0,0,0,395,160,11880,3669,0,0,4,0,3,"[{""name"": ""Base Form"", ""price"": 1.0, ""description_word_count"": 24, ""tier_id"": ""3018083""}, {""name"": ""Sūpā Saiya-jin"", ""price"": 5.0, ""description_word_count"": 28, ""tier_id"": ""3018077""}, {""name"": ""Sūpā Saiya-jin Goddo"", ""price"": 10.0, ""description_word_count"": 51, ""tier_id"": ""3018080""}]",133
https://www.patreon.com/hthaze,HTHAZE,403,92113,0,{},"{'2025': 44, '2024': 139, '2023': 109, '2022': 63, '2021': 39, '2020': 9}",0,5,no,yes,yes,yes,yes,yes,no,5,9,27,359,0,0,0,4,0,0,0,86,32,4623,2202,0,0,0,0,2,"[{""name"": ""Official HT Homie"", ""price"": 5.0, ""description_word_count"": 78, ""tier_id"": ""5244350""}, {""name"": ""an absolute UNIT"", ""price"": 10.0, ""description_word_count"": 78, ""tier_id"": ""7605745""}]",66
https://www.patreon.com/peterboese,Peter Boese,76,270123,51990,{},"{'2025': 2, '2024': 13, '2023': 13, '2022': 6, '2021': 20, '2020': 22}",0,0,no,no,no,no,no,no,no,0,14,46,15,0,0,0,0,0,0,0,2255,920,3750,7429,0,0,4,0,4,"[{""name"": ""support"", ""price"": 1.0, ""description_word_count"": 129, ""tier_id"": ""9132884""}, {""name"": ""more support"", ""price"": 3.0, ""description_word_count"": 129, ""tier_id"": ""9132889""}, {""name"": ""enthusiast support"", ""price"": 5.0, ""description_word_count"": 129, ""tier_id"": ""9132893""}, {""name"": ""Commercial ticket"", ""price"": 100.0, ""description_word_count"": 12, ""tier_id"": ""23745888""}]",76
https://www.patreon.com/joebudden,Joe Budden,1076,0,0,{},"{'2025': 91, '2024': 232, '2023': 303, '2022': 245, '2021': 205}",0,0,no,no,no,no,no,no,no,0,19,101,952,0,0,0,1,0,0,0,0,0,65,3787,0,0,0,0,4,"[{""name"": ""Homies"", ""price"": 5.0, ""description_word_count"": 55, ""tier_id"": ""6622751""}, {""name"": ""Family"", ""price"": 10.0, ""description_word_count"": 59, ""tier_id"": ""6622752""}, {""name"": ""Friend of the Show"", ""price"": 25.0, ""description_word_count"": 68, ""tier_id"": ""6622753""}, {""name"": ""Part of the Show"", ""price"": 50.0, ""description_word_count"": 121, ""tier_id"": ""8210307""}]",159
https://www.patreon.com/SlushyNoobz,Slushy Noobz,12,0,0,{},{'2025': 12},0,3,no,no,yes,yes,no,yes,no,3,0,1,11,0,0,0,0,0,0,0,3,3,45,920,0,0,0,0,1,"[{""name"": ""Pro"", ""price"": 5.0, ""description_word_count"": 44, ""tier_id"": ""25077048""}]",215
https://www.patreon.com/QuantV,Quant Mods,39,0,0,{},"{'2025': 4, '2024': 12, '2023': 17, '2022': 6}",0,2,no,no,no,no,no,no,no,0,39,0,0,0,0,0,0,0,0,0,0,0,426,367,0,0,0,0,4,"[{""name"": ""lvl1 Supporter"", ""price"": 2.5, ""description_word_count"": 5, ""tier_id"": ""9270676""}, {""name"": ""lvl2 Supporter"", ""price"": 5.0, ""description_word_count"": 22, ""tier_id"": ""7407859""}, {""name"": ""lvl3 All Access Patron"", ""price"": 10.0, ""description_word_count"": 20, ""tier_id"": ""5186185""}, {""name"": ""lvl4"", ""price"": 26.0, ""description_word_count"": 47, ""tier_id"": ""8356755""}]",128
https://www.patreon.com/TripleTakeReact,TripleTake Reacts,143,0,0,{},"{'2025': 90, '2024': 53}",0,2,no,no,no,yes,no,no,no,1,9,1,67,0,0,0,13,0,0,0,0,0,15765,8907,0,0,0,0,2,"[{""name"": ""TripleFam"", ""price"": 2.0, ""description_word_count"": 30, ""tier_id"": ""24274927""}, {""name"": ""TripleStans"", ""price"": 4.0, ""description_word_count"": 28, ""tier_id"": ""24274937""}]",163
https://www.patreon.com/nonamebooks,Noname Book Club,382,13773,0,{},"{'2025': 9, '2024': 57, '2023': 97, '2022': 107, '2021': 57, '2020': 53, '2019': 2}",0,2,no,yes,yes,no,no,no,no,2,121,239,15,0,0,0,4,0,0,0,0,0,1387,156,0,0,10,0,4,"[{""name"": ""Quiet Friend"", ""price"": 1.0, ""description_word_count"": 4, ""tier_id"": ""4375544""}, {""name"": ""Friend"", ""price"": 2.0, ""description_word_count"": 8, ""tier_id"": ""9541320""}, {""name"": ""Lowkey Partner"", ""price"": 5.0, ""description_word_count"": 6, ""tier_id"": ""4375545""}, {""name"": ""The Homie"", ""price"": 10.0, ""description_word_count"": 49, ""tier_id"": ""4375543""}]",191
https://www.patreon.com/NicholasLightTV,Nicholas Light TV,1546,63299,0,{},"{'2025': 203, '2024': 625, '2023': 574, '2022': 144}",0,3,no,yes,yes,no,yes,no,no,3,232,412,882,0,0,0,18,0,0,0,0,0,6516,1605,0,0,0,0,3,"[{""name"": ""THE TITANS"", ""price"": 3.0, ""description_word_count"": 65, ""tier_id"": ""7218634""}, {""name"": ""THE ABNORMAL TITANS"", ""price"": 6.0, ""description_word_count"": 58, ""tier_id"": ""8565126""}, {""name"": ""THE COLOSSAL TITANS"", ""price"": 15.0, ""description_word_count"": 128, ""tier_id"": ""10043607""}]",125
https://www.patreon.com/xAranaktu,Aranaktu,316,8190,0,{},"{'2025': 10, '2024': 34, '2023': 47, '2022': 41, '2021': 62, '2020': 39, '2019': 68, '2018': 15}",0,5,no,yes,no,no,no,no,no,1,311,0,0,0,0,0,5,0,0,0,1292,0,103,0,0,0,0,0,5,"[{""name"": ""Bronze"", ""price"": 0.0, ""description_word_count"": 40, ""tier_id"": ""3506900""}, {""name"": ""Silver"", ""price"": 0.0, ""description_word_count"": 73, ""tier_id"": ""4008263""}, {""name"": ""Gold"", ""price"": 0.0, ""description_word_count"": 12, ""tier_id"": ""3506908""}, {""name"": ""Hero"", ""price"": 0.0, ""description_word_count"": 12, ""tier_id"": ""2925473""}, {""name"": ""Legend"", ""price"": 0.0, ""description_word_count"": 13, ""tier_id"": ""3506912""}]",370
https://www.patreon.com/studiogek,Studio Gek,1165,23882,0,{},"{'2025': 225, '2024': 508, '2023': 432}",0,0,no,no,no,no,no,no,no,0,96,134,904,0,0,0,29,0,0,0,0,0,7980,5089,0,0,0,0,8,"[{""name"": ""Voting Tier"", ""price"": 1.0, ""description_word_count"": 33, ""tier_id"": ""9384706""}, {""name"": ""Uncut Tier (ANIME ONLY)"", ""price"": 3.0, ""description_word_count"": 44, ""tier_id"": ""23111838""}, {""name"": ""Uncut Tier (LIVE ACTION ONLY)"", ""price"": 3.0, ""description_word_count"": 46, ""tier_id"": ""23111843""}, {""name"": ""Uncut Tier (BOTH ANIME & LIVE ACTION)"", ""price"": 5.0, ""description_word_count"": 47, ""tier_id"": ""23111892""}, {""name"": ""Gek Tier (ANIME ONLY)"", ""price"": 6.0, ""description_word_count"": 49, ""tier_id"": ""23111849""}, {""name"": ""Gek Tier (LIVE ACTION ONLY)"", ""price"": 6.0, ""description_word_count"": 50, ""tier_id"": ""23111852""}, {""name"": ""FULL PACKAGE (Anime+Live Action)"", ""price"": 8.0, ""description_word_count"": 52, ""tier_id"": ""23111862""}, {""name"": ""Juicy Tier"", ""price"": 10.0, ""description_word_count"": 87, ""tier_id"": ""23112048""}]",41
https://www.patreon.com/aliciaxlife,aliciaxlife,2682,13356,0,{},"{'2025': 325, '2024': 1147, '2023': 946, '2022': 264}",0,4,no,yes,yes,yes,yes,no,no,4,149,59,2455,0,0,0,7,0,0,0,0,0,5480,1495,0,0,0,0,5,"[{""name"": ""Anime Reactions"", ""price"": 5.0, ""description_word_count"": 22, ""tier_id"": ""9087836""}, {""name"": ""General Reactions"", ""price"": 10.0, ""description_word_count"": 20, ""tier_id"": ""9077511""}, {""name"": ""Platinum"", ""price"": 15.0, ""description_word_count"": 23, ""tier_id"": ""7011164""}, {""name"": ""Diamond"", ""price"": 25.0, ""description_word_count"": 34, ""tier_id"": ""7011165""}, {""name"": ""Ultimate"", ""price"": 50.0, ""description_word_count"": 91, ""tier_id"": ""9077510""}]",72
https://www.patreon.com/channel5,Channel 5,232,0,0,{},"{'2025': 31, '2024': 88, '2023': 26, '2022': 52, '2021': 35}",0,0,no,no,no,no,no,no,no,0,4,22,193,0,0,0,0,0,0,0,0,0,4968,2114,0,0,0,0,2,"[{""name"": ""PATRON OF CHANNEL 5"", ""price"": 5.0, ""description_word_count"": 23, ""tier_id"": ""6997262""}, {""name"": ""PATRON OF CHANNEL 5"", ""price"": 10.0, ""description_word_count"": 23, ""tier_id"": ""6998964""}]",38
https://www.patreon.com/PureDark,PureDark,115,63066,0,{},"{'2025': 2, '2024': 19, '2023': 76, '2022': 18}",0,0,no,no,no,no,no,no,no,0,25,50,31,0,0,0,2,0,0,0,1113,672,99,252,0,0,0,0,2,"[{""name"": ""Supporter"", ""price"": 5.0, ""description_word_count"": 9, ""tier_id"": ""9081097""}, {""name"": ""Big Supporter!"", ""price"": 10.0, ""description_word_count"": 16, ""tier_id"": ""9105056""}]",61
https://www.patreon.com/qmbibi,QMBiBi,236,0,0,{},"{'2025': 16, '2024': 58, '2023': 78, '2022': 83, '2021': 1}",0,2,no,yes,no,no,no,yes,no,2,55,173,3,0,0,0,5,0,0,0,1255,132,4797,469,0,0,0,0,2,"[{""name"": ""besties 💕"", ""price"": 3.0, ""description_word_count"": 33, ""tier_id"": ""7927309""}, {""name"": ""best besties ✨"", ""price"": 5.0, ""description_word_count"": 23, ""tier_id"": ""23824303""}]",1
https://www.patreon.com/gamegrumps,Game Grumps,441,0,0,{},"{'2025': 63, '2024': 203, '2023': 96, '2022': 64, '2021': 15}",0,0,no,no,no,no,no,no,no,0,44,13,353,0,0,0,12,0,0,0,0,0,7545,1469,0,0,1,0,2,"[{""name"": ""The $5 Tier"", ""price"": 5.0, ""description_word_count"": 126, ""tier_id"": ""7329589""}, {""name"": ""The $10 Tier"", ""price"": 10.0, ""description_word_count"": 96, ""tier_id"": ""9195537""}]",145
https://www.patreon.com/meatcanyon,Meatcanyon,360,47335,0,{},"{'2025': 14, '2024': 69, '2023': 97, '2022': 54, '2021': 51, '2020': 52, '2019': 23}",0,7,no,no,yes,no,yes,no,no,2,129,127,73,0,0,0,12,0,0,0,503,58,8558,2457,0,0,0,0,4,"[{""name"": ""Meaty's Tip"", ""price"": 1.0, ""description_word_count"": 11, ""tier_id"": ""3402190""}, {""name"": ""Meaty's Step Child"", ""price"": 3.0, ""description_word_count"": 34, ""tier_id"": ""3402196""}, {""name"": ""Meaty's Middle Child"", ""price"": 5.0, ""description_word_count"": 28, ""tier_id"": ""4028040""}, {""name"": ""Meaty's First Born"", ""price"": 10.0, ""description_word_count"": 38, ""tier_id"": ""4028041""}]",164
https://www.patreon.com/the_parasites,Rab-Bit,58,14152,33960,{},"{'2025': 5, '2024': 15, '2023': 17, '2022': 19, '2021': 2}",0,3,no,yes,no,no,no,yes,no,2,15,10,18,0,0,0,1,0,0,0,339,146,1126,693,0,0,0,0,6,"[{""name"": ""Infected"", ""price"": 4.0, ""description_word_count"": 19, ""tier_id"": ""7707743""}, {""name"": ""Mutating Mass"", ""price"": 6.0, ""description_word_count"": 27, ""tier_id"": ""7707744""}, {""name"": ""The Seed Of The Parasite"", ""price"": 10.0, ""description_word_count"": 51, ""tier_id"": ""7707745""}, {""name"": ""Gamma Parasite"", ""price"": 24.0, ""description_word_count"": 65, ""tier_id"": ""8236832""}, {""name"": ""Beta Parasite"", ""price"": 35.0, ""description_word_count"": 73, ""tier_id"": ""8236916""}, {""name"": ""Alpha Parasite"", ""price"": 50.0, ""description_word_count"": 73, ""tier_id"": ""8236935""}]",476
